year,state,district,writein,special,runoff,winner,party,winVotes,totalVotes,runnerUp,ruParty,ruVotes,rawMargin,decMargin
2000,New Jersey,2,False,False,False,Frank A. LoBiondo,republican,155187,233859.0,Edward G. Janosik,democrat,74632,80555,0.3444596957996057
2000,New Jersey,2,False,False,False,Frank A. LoBiondo,republican,155187,233859.0,Edward G. Janosik,democrat,74632,80555,0.3444596957996057
2002,New Jersey,2,False,False,False,Frank A. LoBiondo,republican,116834,168799.0,Steven A. Farkas,democrat,47735,69099,0.40935669050172097
2002,New Jersey,2,False,False,False,Frank A. LoBiondo,republican,116834,168799.0,Steven A. Farkas,democrat,47735,69099,0.40935669050172097
2004,New Jersey,2,False,False,False,Frank A. LoBiondo,republican,172779,265442.0,Timothy J. Robb,democrat,86792,85987,0.3239389395800213
2004,New Jersey,2,False,False,False,Frank A. LoBiondo,republican,172779,265442.0,Timothy J. Robb,democrat,86792,85987,0.3239389395800213
2006,New Jersey,2,False,False,False,Frank A. LoBiondo,republican,111245,180573.0,Viola Thomas-Hughes,democrat,64277,46968,0.26010533136183156
2006,New Jersey,2,False,False,False,Frank A. LoBiondo,republican,111245,180573.0,Viola Thomas-Hughes,democrat,64277,46968,0.26010533136183156
2008,New Jersey,2,False,False,,Frank A. LoBiondo,republican,167701,283965.0,David Kurkowski,democrat,110990,56711,0.19971123201803043
2008,New Jersey,2,False,False,,Frank A. LoBiondo,republican,167701,283965.0,David Kurkowski,democrat,110990,56711,0.19971123201803043
2010,New Jersey,2,False,False,,Frank A. LoBiondo,republican,109460,167120.0,Gary Stein,democrat,51690,57770,0.3456797510770704
2010,New Jersey,2,False,False,,Frank A. LoBiondo,republican,109460,167120.0,Gary Stein,democrat,51690,57770,0.3456797510770704
2012,New Jersey,2,False,False,,Frank A. LoBiondo,republican,166677,289069.0,Cassandra Shober,democrat,116462,50215,0.17371285056509
2012,New Jersey,2,False,False,,Frank A. LoBiondo,republican,166677,289069.0,Cassandra Shober,democrat,116462,50215,0.17371285056509
2014,New Jersey,2,False,False,,Frank A. LoBiondo,republican,108875,177148.0,William J. Hughes Jr.,democrat,66026,42849,0.2418824937340529
2014,New Jersey,2,False,False,,Frank A. LoBiondo,republican,108875,177148.0,William J. Hughes Jr.,democrat,66026,42849,0.2418824937340529
2016,New Jersey,2,False,False,,Frank A. LoBiondo,republican,176338,297795.0,David H. Cole,democrat,110838,65500,0.21994996558034885
2016,New Jersey,2,False,False,,Frank A. LoBiondo,republican,176338,297795.0,David H. Cole,democrat,110838,65500,0.21994996558034885
2018,New Jersey,2,False,False,,Jeff Van Drew,democrat,136685,258363.0,Seth Grossman,republican,116866,19819,0.07670990041143655
2018,New Jersey,2,False,False,,Jeff Van Drew,democrat,136685,258363.0,Seth Grossman,republican,116866,19819,0.07670990041143655
2000,New Jersey,3,False,False,False,Jim Saxton,republican,157053,274083.0,Susan Bass Levin,democrat,112848,44205,0.16128326091001632
2000,New Jersey,3,False,False,False,Jim Saxton,republican,157053,274083.0,Susan Bass Levin,democrat,112848,44205,0.16128326091001632
2002,New Jersey,3,False,False,False,Jim Saxton,republican,123375,189739.0,Richard Strada,democrat,64364,59011,0.3110114420335303
2002,New Jersey,3,False,False,False,Jim Saxton,republican,123375,189739.0,Richard Strada,democrat,64364,59011,0.3110114420335303
2004,New Jersey,3,False,False,False,Jim Saxton,republican,195938,308862.0,Herb Conaway,democrat,107034,88904,0.2878437619389889
2004,New Jersey,3,False,False,False,Jim Saxton,republican,195938,308862.0,Herb Conaway,democrat,107034,88904,0.2878437619389889
2006,New Jersey,3,False,False,False,Jim Saxton,republican,122559,209851.0,Rich Sexton,democrat,86113,36446,0.1736756079313418
2006,New Jersey,3,False,False,False,Jim Saxton,republican,122559,209851.0,Rich Sexton,democrat,86113,36446,0.1736756079313418
2008,New Jersey,3,False,False,,John Adler,democrat,166390,319512.0,Chris Meyers,republican,153122,13268,0.041525826886001205
2008,New Jersey,3,False,False,,John Adler,democrat,166390,319512.0,Chris Meyers,republican,153122,13268,0.041525826886001205
2010,New Jersey,3,False,False,,Jon Runyan,republican,110215,220309.0,John H. Alder,democrat,104252,5963,0.02706652928386949
2010,New Jersey,3,False,False,,Jon Runyan,republican,110215,220309.0,John H. Alder,democrat,104252,5963,0.02706652928386949
2012,New Jersey,3,False,False,,Jon Runyan,republican,174253,324399.0,Shelley Adler,democrat,145506,28747,0.08861617945801314
2012,New Jersey,3,False,False,,Jon Runyan,republican,174253,324399.0,Shelley Adler,democrat,145506,28747,0.08861617945801314
2014,New Jersey,3,False,False,,Tom MacArthur,republican,100471,186103.0,Aimee Belgard,democrat,82537,17934,0.09636599087602027
2014,New Jersey,3,False,False,,Tom MacArthur,republican,100471,186103.0,Aimee Belgard,democrat,82537,17934,0.09636599087602027
2016,New Jersey,3,False,False,,Thomas MacArthur,republican,194596,328060.0,Frederick John Lavergne,democrat,127526,67070,0.20444430896787175
2016,New Jersey,3,False,False,,Thomas MacArthur,republican,194596,328060.0,Frederick John Lavergne,democrat,127526,67070,0.20444430896787175
2018,New Jersey,3,False,False,,Andy Kim,democrat,153473,306875.0,Tom MacArthur,republican,149500,3973,0.012946639511201619
2018,New Jersey,3,False,False,,Andy Kim,democrat,153473,306875.0,Tom MacArthur,republican,149500,3973,0.012946639511201619
2000,New Jersey,4,False,False,False,Christopher H. Smith,republican,158515,250810.0,Reed Gusciora,democrat,87956,70559,0.2813245085921614
2000,New Jersey,4,False,False,False,Christopher H. Smith,republican,158515,250810.0,Reed Gusciora,democrat,87956,70559,0.2813245085921614
2002,New Jersey,4,False,False,False,Christopher H. Smith,republican,115293,174301.0,Mary Brennan,democrat,55967,59326,0.3403652302625917
2002,New Jersey,4,False,False,False,Christopher H. Smith,republican,115293,174301.0,Mary Brennan,democrat,55967,59326,0.3403652302625917
2004,New Jersey,4,False,False,False,Christopher H. Smith,republican,192671,287553.0,Amy Vazquez,democrat,92826,99845,0.3472229467263426
2004,New Jersey,4,False,False,False,Christopher H. Smith,republican,192671,287553.0,Amy Vazquez,democrat,92826,99845,0.3472229467263426
2006,New Jersey,4,False,False,False,Christopher H. Smith,republican,124482,189540.0,Carol E. Gay,democrat,62905,61577,0.3248760156167564
2006,New Jersey,4,False,False,False,Christopher H. Smith,republican,124482,189540.0,Carol E. Gay,democrat,62905,61577,0.3248760156167564
2008,New Jersey,4,False,False,,Christopher H. Smith,republican,202972,306551.0,Joshua M. Zeitz,democrat,100036,102936,0.3357875198580334
2008,New Jersey,4,False,False,,Christopher H. Smith,republican,202972,306551.0,Joshua M. Zeitz,democrat,100036,102936,0.3357875198580334
2010,New Jersey,4,False,False,,Christopher H. Smith,republican,129752,186938.0,Howard Kleinhendler,democrat,52118,77634,0.4152927708652067
2010,New Jersey,4,False,False,,Christopher H. Smith,republican,129752,186938.0,Howard Kleinhendler,democrat,52118,77634,0.4152927708652067
2012,New Jersey,4,False,False,,Christopher H. Smith,republican,195145,306247.0,Brian P. Froelich,democrat,107991,87154,0.284587277589658
2012,New Jersey,4,False,False,,Christopher H. Smith,republican,195145,306247.0,Brian P. Froelich,democrat,107991,87154,0.284587277589658
2014,New Jersey,4,False,False,,Christopher H. Smith,republican,118826,174849.0,Ruben M. Scolavino,democrat,54415,64411,0.36838071707587694
2014,New Jersey,4,False,False,,Christopher H. Smith,republican,118826,174849.0,Ruben M. Scolavino,democrat,54415,64411,0.36838071707587694
2016,New Jersey,4,False,False,,Christopher H. Smith,republican,211992,332684.0,Lorna Phillipson,democrat,111532,100460,0.30196823412006585
2016,New Jersey,4,False,False,,Christopher H. Smith,republican,211992,332684.0,Lorna Phillipson,democrat,111532,100460,0.30196823412006585
2018,New Jersey,4,False,False,,Christopher H. Smith,republican,163065,294348.0,Joshua Welle,democrat,126766,36299,0.12332001576365392
2018,New Jersey,4,False,False,,Christopher H. Smith,republican,163065,294348.0,Joshua Welle,democrat,126766,36299,0.12332001576365392
2000,New Jersey,5,False,False,False,Marge Roukema,republican,175546,268524.0,Linda A. Mercurio,democrat,81715,93831,0.3494324529650981
2000,New Jersey,5,False,False,False,Marge Roukema,republican,175546,268524.0,Linda A. Mercurio,democrat,81715,93831,0.3494324529650981
2002,New Jersey,5,False,False,False,Scott Garrett,republican,118881,199851.0,Anne Sumers,democrat,76504,42377,0.21204297201415057
2002,New Jersey,5,False,False,False,Scott Garrett,republican,118881,199851.0,Anne Sumers,democrat,76504,42377,0.21204297201415057
2004,New Jersey,5,False,False,False,Scott Garrett,republican,171220,297425.0,Dorothea Anne Wolfe,democrat,122259,48961,0.1646162898209632
2004,New Jersey,5,False,False,False,Scott Garrett,republican,171220,297425.0,Dorothea Anne Wolfe,democrat,122259,48961,0.1646162898209632
2006,New Jersey,5,False,False,False,Scott Garrett,republican,112142,204242.0,Paul Aronsohn,democrat,89503,22639,0.11084399878575413
2006,New Jersey,5,False,False,False,Scott Garrett,republican,112142,204242.0,Paul Aronsohn,democrat,89503,22639,0.11084399878575413
2008,New Jersey,5,False,False,,Scott Garrett,republican,172653,309007.0,Dennis Shulman,democrat,131033,41620,0.13468950541573488
2008,New Jersey,5,False,False,,Scott Garrett,republican,172653,309007.0,Dennis Shulman,democrat,131033,41620,0.13468950541573488
2010,New Jersey,5,False,False,,Scott Garrett,republican,124030,190993.0,Tod Theise,democrat,62634,61396,0.32145680731754567
2010,New Jersey,5,False,False,,Scott Garrett,republican,124030,190993.0,Tod Theise,democrat,62634,61396,0.32145680731754567
2012,New Jersey,5,False,False,,Scott Garrett,republican,167501,304371.0,Adam Gussen,democrat,130100,37401,0.1228796435928522
2012,New Jersey,5,False,False,,Scott Garrett,republican,167501,304371.0,Adam Gussen,democrat,130100,37401,0.1228796435928522
2014,New Jersey,5,False,False,,Scott Garrett,republican,104678,188921.0,Roy Cho,democrat,81808,22870,0.12105589108675058
2014,New Jersey,5,False,False,,Scott Garrett,republican,104678,188921.0,Roy Cho,democrat,81808,22870,0.12105589108675058
2016,New Jersey,5,False,False,,Joshua S. Gottheimer,democrat,172587,337701.0,Scott Garrett,republican,157690,14897,0.04411298752446685
2016,New Jersey,5,False,False,,Joshua S. Gottheimer,democrat,172587,337701.0,Scott Garrett,republican,157690,14897,0.04411298752446685
2018,New Jersey,5,False,False,,Josh Gottheimer,democrat,169546,301823.0,John J. McCann Jr.,republican,128255,41291,0.13680534617971463
2018,New Jersey,5,False,False,,Josh Gottheimer,democrat,169546,301823.0,John J. McCann Jr.,republican,128255,41291,0.13680534617971463
2000,New Jersey,6,False,False,False,"Frank Pallone, Jr.",democrat,141698,209852.0,Brian T. Kennedy,republican,62454,79244,0.3776185120942378
2000,New Jersey,6,False,False,False,"Frank Pallone, Jr.",democrat,141698,209852.0,Brian T. Kennedy,republican,62454,79244,0.3776185120942378
2002,New Jersey,6,False,False,False,Frank Pallone Jr.,democrat,91379,137495.0,Ric Medrow,republican,42479,48900,0.35564929633804865
2002,New Jersey,6,False,False,False,Frank Pallone Jr.,democrat,91379,137495.0,Ric Medrow,republican,42479,48900,0.35564929633804865
2004,New Jersey,6,False,False,False,"Frank Pallone, Jr.",democrat,153981,230151.0,Sylvester Fernandez,republican,70942,83039,0.3608022559102502
2004,New Jersey,6,False,False,False,"Frank Pallone, Jr.",democrat,153981,230151.0,Sylvester Fernandez,republican,70942,83039,0.3608022559102502
2006,New Jersey,6,False,False,False,"Frank Pallone, Jr.",democrat,98615,143773.0,Leigh-Ann Bellew,republican,43539,55076,0.3830760991284873
2006,New Jersey,6,False,False,False,"Frank Pallone, Jr.",democrat,98615,143773.0,Leigh-Ann Bellew,republican,43539,55076,0.3830760991284873
2008,New Jersey,6,False,False,,Frank Pallone Jr.,democrat,164077,245077.0,Robert E. McLeod,republican,77469,86608,0.35339097508130096
2008,New Jersey,6,False,False,,Frank Pallone Jr.,democrat,164077,245077.0,Robert E. McLeod,republican,77469,86608,0.35339097508130096
2010,New Jersey,6,False,False,,"Frank Pallone, Jr.",democrat,81933,149662.0,Anna C. Little,republican,65413,16520,0.11038206091058522
2010,New Jersey,6,False,False,,"Frank Pallone, Jr.",democrat,81933,149662.0,Anna C. Little,republican,65413,16520,0.11038206091058522
2012,New Jersey,6,False,False,,"Frank Pallone, Jr.",democrat,151782,239638.0,Anna Little,republican,84360,67422,0.2813493686310185
2012,New Jersey,6,False,False,,"Frank Pallone, Jr.",democrat,151782,239638.0,Anna Little,republican,84360,67422,0.2813493686310185
2014,New Jersey,6,False,False,,Frank Pallone Jr.,democrat,72190,120457.0,Anthony E. Wilkinson,republican,46891,25299,0.21002515420440487
2014,New Jersey,6,False,False,,Frank Pallone Jr.,democrat,72190,120457.0,Anthony E. Wilkinson,republican,46891,25299,0.21002515420440487
2016,New Jersey,6,False,False,,"Frank Pallone, Jr.",democrat,167895,263435.0,Brent Sonnek-Schmelz,republican,91908,75987,0.28844686545068043
2016,New Jersey,6,False,False,,"Frank Pallone, Jr.",democrat,167895,263435.0,Brent Sonnek-Schmelz,republican,91908,75987,0.28844686545068043
2018,New Jersey,6,False,False,,Frank Pallone Jr.,democrat,140752,221195.0,Richard J. Pezzullo,republican,80443,60309,0.27265082845453104
2018,New Jersey,6,False,False,,Frank Pallone Jr.,democrat,140752,221195.0,Richard J. Pezzullo,republican,80443,60309,0.27265082845453104
2000,New Jersey,7,False,False,False,Mike Ferguson,republican,128434,248999.0,Maryanne Connelly,democrat,113479,14955,0.06006048217061111
2000,New Jersey,7,False,False,False,Mike Ferguson,republican,128434,248999.0,Maryanne Connelly,democrat,113479,14955,0.06006048217061111
2002,New Jersey,7,False,False,False,Mike Ferguson,republican,106055,183002.0,Tim Carden,democrat,74879,31176,0.17035879389296293
2002,New Jersey,7,False,False,False,Mike Ferguson,republican,106055,183002.0,Tim Carden,democrat,74879,31176,0.17035879389296293
2004,New Jersey,7,False,False,False,Mike Ferguson,republican,162597,285847.0,Steve Brozak,democrat,119081,43516,0.15223528670932351
2004,New Jersey,7,False,False,False,Mike Ferguson,republican,162597,285847.0,Steve Brozak,democrat,119081,43516,0.15223528670932351
2006,New Jersey,7,False,False,False,Mike Ferguson,republican,98399,199075.0,Linda Stender,democrat,95454,2945,0.014793419565490407
2006,New Jersey,7,False,False,False,Mike Ferguson,republican,98399,199075.0,Linda Stender,democrat,95454,2945,0.014793419565490407
2008,New Jersey,7,False,False,,Leonard Lance,republican,148461,295628.0,Linda Stender,democrat,124818,23643,0.07997550976226886
2008,New Jersey,7,False,False,,Leonard Lance,republican,148461,295628.0,Linda Stender,democrat,124818,23643,0.07997550976226886
2010,New Jersey,7,False,False,,Leonard Lance,republican,105084,176986.0,Ed Potosnak,democrat,71902,33182,0.1874837557772931
2010,New Jersey,7,False,False,,Leonard Lance,republican,105084,176986.0,Ed Potosnak,democrat,71902,33182,0.1874837557772931
2012,New Jersey,7,False,False,,Leonard Lance,republican,175662,307315.0,Upendra J. Chivukula,democrat,123057,52605,0.1711761547597742
2012,New Jersey,7,False,False,,Leonard Lance,republican,175662,307315.0,Upendra J. Chivukula,democrat,123057,52605,0.1711761547597742
2014,New Jersey,7,False,False,,Leonard Lance,republican,104287,175997.0,Janice Kovach,democrat,68232,36055,0.204861446501929
2014,New Jersey,7,False,False,,Leonard Lance,republican,104287,175997.0,Janice Kovach,democrat,68232,36055,0.204861446501929
2016,New Jersey,7,False,False,,Leonard Lance,republican,185850,343635.0,Peter Jacob,democrat,148188,37662,0.10959884761447469
2016,New Jersey,7,False,False,,Leonard Lance,republican,185850,343635.0,Peter Jacob,democrat,148188,37662,0.10959884761447469
2018,New Jersey,7,False,False,,Tom Malinowski,democrat,166985,322742.0,Leonard Lance,republican,150785,16200,0.05019489251476411
2018,New Jersey,7,False,False,,Tom Malinowski,democrat,166985,322742.0,Leonard Lance,republican,150785,16200,0.05019489251476411
2000,New Jersey,8,False,False,False,"Bill Pascrell, Jr.",democrat,134074,200132.0,"Anthony Fusco, Jr.",republican,60606,73468,0.3670977155077649
2000,New Jersey,8,False,False,False,"Bill Pascrell, Jr.",democrat,134074,200132.0,"Anthony Fusco, Jr.",republican,60606,73468,0.3670977155077649
2002,New Jersey,8,False,False,False,Bill Pascrell Jr.,democrat,88101,131819.0,Jared Silverman,republican,40318,47783,0.3624894742032635
2002,New Jersey,8,False,False,False,Bill Pascrell Jr.,democrat,88101,131819.0,Jared Silverman,republican,40318,47783,0.3624894742032635
2004,New Jersey,8,False,False,False,"Bill Pascrell, Jr.",democrat,152001,218820.0,George Ajjan,republican,62747,89254,0.40788776163056395
2004,New Jersey,8,False,False,False,"Bill Pascrell, Jr.",democrat,152001,218820.0,George Ajjan,republican,62747,89254,0.40788776163056395
2006,New Jersey,8,False,False,False,"Bill Pascrell, Jr.",democrat,97568,137639.0,Jose M. Sandoval,republican,39053,58515,0.42513386467498315
2006,New Jersey,8,False,False,False,"Bill Pascrell, Jr.",democrat,97568,137639.0,Jose M. Sandoval,republican,39053,58515,0.42513386467498315
2008,New Jersey,8,False,False,,Bill Pascrell Jr.,democrat,159279,223986.0,Roland Straten,republican,63107,96172,0.4293661210968543
2008,New Jersey,8,False,False,,Bill Pascrell Jr.,democrat,159279,223986.0,Roland Straten,republican,63107,96172,0.4293661210968543
2010,New Jersey,8,False,False,,"Bill Bascrell, Jr.",democrat,88478,141208.0,Roland Straten,republican,51023,37455,0.26524701150076485
2010,New Jersey,8,False,False,,"Bill Bascrell, Jr.",democrat,88478,141208.0,Roland Straten,republican,51023,37455,0.26524701150076485
2012,New Jersey,8,False,False,,Albio Sires,democrat,130853,167790.0,Maria Karczewski,republican,31763,99090,0.5905596281065618
2012,New Jersey,8,False,False,,Albio Sires,democrat,130853,167790.0,Maria Karczewski,republican,31763,99090,0.5905596281065618
2014,New Jersey,8,False,False,,Albio Sires,democrat,61510,79518.0,Jude Anthony Tiscornia,republican,15141,46369,0.5831258331446968
2014,New Jersey,8,False,False,,Albio Sires,democrat,61510,79518.0,Jude Anthony Tiscornia,republican,15141,46369,0.5831258331446968
2016,New Jersey,8,False,False,,Albio Sires,democrat,134733,174889.0,Agha Khan,republican,32337,102396,0.5854913688110744
2016,New Jersey,8,False,False,,Albio Sires,democrat,134733,174889.0,Agha Khan,republican,32337,102396,0.5854913688110744
2018,New Jersey,8,False,False,,Albio Sires,democrat,119881,153455.0,John R. Muniz,republican,28725,91156,0.5940243068000391
2018,New Jersey,8,False,False,,Albio Sires,democrat,119881,153455.0,John R. Muniz,republican,28725,91156,0.5940243068000391
2000,New Jersey,9,False,False,False,Steven R. Rothman,democrat,140462,206771.0,Joseph Tedeschi,republican,61984,78478,0.379540651251868
2000,New Jersey,9,False,False,False,Steven R. Rothman,democrat,140462,206771.0,Joseph Tedeschi,republican,61984,78478,0.379540651251868
2002,New Jersey,9,False,False,False,Steven R. Rothman,democrat,97108,139196.0,Joseph Glass,republican,42088,55020,0.3952699790223857
2002,New Jersey,9,False,False,False,Steven R. Rothman,democrat,97108,139196.0,Joseph Glass,republican,42088,55020,0.3952699790223857
2004,New Jersey,9,False,False,False,Steven R. Rothman,democrat,146038,216251.0,Edward Trawinski,republican,68564,77474,0.35825961498443937
2004,New Jersey,9,False,False,False,Steven R. Rothman,democrat,146038,216251.0,Edward Trawinski,republican,68564,77474,0.35825961498443937
2006,New Jersey,9,False,False,False,Steven R. Rothman,democrat,105853,148095.0,Vincent Micco,republican,40879,64974,0.43873189506735544
2006,New Jersey,9,False,False,False,Steven R. Rothman,democrat,105853,148095.0,Vincent Micco,republican,40879,64974,0.43873189506735544
2008,New Jersey,9,False,False,,Steven R. Rothman,democrat,151182,223885.0,Vincent Micco,republican,69503,81679,0.3648256917613954
2008,New Jersey,9,False,False,,Steven R. Rothman,democrat,151182,223885.0,Vincent Micco,republican,69503,81679,0.3648256917613954
2010,New Jersey,9,False,False,,Steven R. Rothman,democrat,83564,137626.0,Michael A. Agosta,republican,52082,31482,0.22875038146861787
2010,New Jersey,9,False,False,,Steven R. Rothman,democrat,83564,137626.0,Michael A. Agosta,republican,52082,31482,0.22875038146861787
2012,New Jersey,9,False,False,,"Bill Pascrell, Jr.",democrat,162822,220133.0,Shmuley Boteach,republican,55091,107731,0.48939050483117025
2012,New Jersey,9,False,False,,"Bill Pascrell, Jr.",democrat,162822,220133.0,Shmuley Boteach,republican,55091,107731,0.48939050483117025
2014,New Jersey,9,False,False,,Bill Pascrell,democrat,82498,120459.0,Dierdre G. Paul,republican,36246,46252,0.3839646684764111
2014,New Jersey,9,False,False,,Bill Pascrell,democrat,82498,120459.0,Dierdre G. Paul,republican,36246,46252,0.3839646684764111
2016,New Jersey,9,False,False,,"Bill Pascrell, Jr.",democrat,162642,233242.0,Hector L. Castillo,republican,65376,97266,0.41701751828572897
2016,New Jersey,9,False,False,,"Bill Pascrell, Jr.",democrat,162642,233242.0,Hector L. Castillo,republican,65376,97266,0.41701751828572897
2018,New Jersey,9,False,False,,Bill Pascrell Jr.,democrat,140832,200416.0,Eric P. Fisher,republican,57854,82978,0.41402882005428704
2018,New Jersey,9,False,False,,Bill Pascrell Jr.,democrat,140832,200416.0,Eric P. Fisher,republican,57854,82978,0.41402882005428704
2000,New Jersey,10,False,False,False,Donald M. Payne,democrat,133073,152045.0,Dirk B. Weber,republican,18436,114637,0.753967575388865
2000,New Jersey,10,False,False,False,Donald M. Payne,democrat,133073,152045.0,Dirk B. Weber,republican,18436,114637,0.753967575388865
2002,New Jersey,10,False,False,False,Donald M. Payne,democrat,86433,102346.0,Andrew Wirtz,republican,15913,70520,0.6890352334238758
2002,New Jersey,10,False,False,False,Donald M. Payne,democrat,86433,102346.0,Andrew Wirtz,republican,15913,70520,0.6890352334238758
2004,New Jersey,10,False,False,False,Donald M. Payne,democrat,155697,160713.0,Toy-Ling Washington,independent,2927,152770,0.9505764935008368
2004,New Jersey,10,False,False,False,Donald M. Payne,democrat,155697,160713.0,Toy-Ling Washington,independent,2927,152770,0.9505764935008368
2008,New Jersey,10,False,False,,Donald M. Payne,democrat,169945,171793.0,Michael Taber,socialist workers,1848,168097,0.9784857357401058
2008,New Jersey,10,False,False,,Donald M. Payne,democrat,169945,171793.0,Michael Taber,socialist workers,1848,168097,0.9784857357401058
2010,New Jersey,10,False,False,,Donald M. Payne,democrat,95299,111877.0,Michael J. Alonso,republican,14357,80942,0.7234909766976233
2010,New Jersey,10,False,False,,Donald M. Payne,democrat,95299,111877.0,Michael J. Alonso,republican,14357,80942,0.7234909766976233
2012,New Jersey,10,False,False,,"Donald M. Payne, Jr.",democrat,201435,230060.0,Brian C. Kelemen,republican,24271,177164,0.7700773711205773
2012,New Jersey,10,False,False,,"Donald M. Payne, Jr.",democrat,201435,230060.0,Brian C. Kelemen,republican,24271,177164,0.7700773711205773
2014,New Jersey,10,False,False,,Donald M. Payne Jr.,democrat,95734,112123.0,Yolanda Dentley,republican,14154,81580,0.7275938032339484
2014,New Jersey,10,False,False,,Donald M. Payne Jr.,democrat,95734,112123.0,Yolanda Dentley,republican,14154,81580,0.7275938032339484
2016,New Jersey,10,False,False,,"Donald M. Payne, Jr.",democrat,190856,222771.0,David H. Pinckney,republican,26450,164406,0.7380044978924546
2016,New Jersey,10,False,False,,"Donald M. Payne, Jr.",democrat,190856,222771.0,David H. Pinckney,republican,26450,164406,0.7380044978924546
2018,New Jersey,10,False,False,,Donald M. Payne Jr.,democrat,175253,200159.0,Agha Khan,republican,20191,155062,0.77469411817605
2018,New Jersey,10,False,False,,Donald M. Payne Jr.,democrat,175253,200159.0,Agha Khan,republican,20191,155062,0.77469411817605
2000,New Jersey,11,False,False,False,Rodney P. Frelinghuysen,republican,186140,273838.0,John P. Scollo,democrat,80958,105182,0.384103009808719
2000,New Jersey,11,False,False,False,Rodney P. Frelinghuysen,republican,186140,273838.0,John P. Scollo,democrat,80958,105182,0.384103009808719
2002,New Jersey,11,False,False,False,Rodney P. Frelinghuysen,republican,132938,183678.0,Vij Pawar,democrat,48477,84461,0.4598318797025229
2002,New Jersey,11,False,False,False,Rodney P. Frelinghuysen,republican,132938,183678.0,Vij Pawar,democrat,48477,84461,0.4598318797025229
2004,New Jersey,11,False,False,False,Rodney P. Frelinghuysen,republican,200915,296002.0,James W. Buell,democrat,91811,109104,0.36859210410740467
2004,New Jersey,11,False,False,False,Rodney P. Frelinghuysen,republican,200915,296002.0,James W. Buell,democrat,91811,109104,0.36859210410740467
2006,New Jersey,11,False,False,False,Rodney P. Frelinghuysen,republican,126085,203071.0,Tom Wyka,democrat,74414,51671,0.2544479517016216
2006,New Jersey,11,False,False,False,Rodney P. Frelinghuysen,republican,126085,203071.0,Tom Wyka,democrat,74414,51671,0.2544479517016216
2008,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,189696,306732.0,Tom Wyka,democrat,113510,76186,0.24837969302192142
2008,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,189696,306732.0,Tom Wyka,democrat,113510,76186,0.24837969302192142
2010,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,122149,181800.0,Douglas Herbert,democrat,55472,66677,0.3667601760176018
2010,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,122149,181800.0,Douglas Herbert,democrat,55472,66677,0.3667601760176018
2012,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,182237,309859.0,John Arvanites,democrat,123897,58340,0.1882791850486834
2012,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,182237,309859.0,John Arvanites,democrat,123897,58340,0.1882791850486834
2014,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,109455,174932.0,Mark Dunec,democrat,65477,43978,0.25140054421146507
2014,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,109455,174932.0,Mark Dunec,democrat,65477,43978,0.25140054421146507
2016,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,194299,334992.0,Joseph M. Wenzel,democrat,130162,64137,0.1914583034818742
2016,New Jersey,11,False,False,,Rodney P. Frelinghuysen,republican,194299,334992.0,Joseph M. Wenzel,democrat,130162,64137,0.1914583034818742
2018,New Jersey,11,False,False,,Mikie Sherrill,democrat,183684,323574.0,Jay Webber,republican,136322,47362,0.14637146371463716
2018,New Jersey,11,False,False,,Mikie Sherrill,democrat,183684,323574.0,Jay Webber,republican,136322,47362,0.14637146371463716
2000,New Jersey,12,False,False,False,Rush D. Holt,democrat,146162,299942.0,Dick Zimmer,republican,145511,651,0.002170419614458796
2000,New Jersey,12,False,False,False,Rush D. Holt,democrat,146162,299942.0,Dick Zimmer,republican,145511,651,0.002170419614458796
2002,New Jersey,12,False,False,False,Rush D. Holt,democrat,104806,171713.0,"DeForest """"Buster"""" Soaries",republican,62938,41868,0.24382545293600366
2002,New Jersey,12,False,False,False,Rush D. Holt,democrat,104806,171713.0,"DeForest """"Buster"""" Soaries",republican,62938,41868,0.24382545293600366
2004,New Jersey,12,False,False,False,Rush D. Holt,democrat,171691,289785.0,Bill Spadea,republican,115014,56677,0.19558293217385297
2004,New Jersey,12,False,False,False,Rush D. Holt,democrat,171691,289785.0,Bill Spadea,republican,115014,56677,0.19558293217385297
2006,New Jersey,12,False,False,False,Rush D. Holt,democrat,125468,190977.0,Joseph S. Sinagra,republican,65509,59959,0.31395927258256234
2006,New Jersey,12,False,False,False,Rush D. Holt,democrat,125468,190977.0,Joseph S. Sinagra,republican,65509,59959,0.31395927258256234
2008,New Jersey,12,False,False,,Rush D. Holt,democrat,193732,306934.0,Alan R. Bateman,republican,108400,85332,0.2780141659118899
2008,New Jersey,12,False,False,,Rush D. Holt,democrat,193732,306934.0,Alan R. Bateman,republican,108400,85332,0.2780141659118899
2010,New Jersey,12,False,False,,Rush D. Holt,democrat,108214,204002.0,Scott Sipprelle,republican,93634,14580,0.07146988755012201
