year,state,district,writein,special,runoff,winner,party,winVotes,totalVotes,runnerUp,ruParty,ruVotes,rawMargin,decMargin
2010,New Jersey,12,False,False,,Rush D. Holt,democrat,108214,204002.0,Scott Sipprelle,republican,93634,14580,0.07146988755012201
2012,New Jersey,12,False,False,,Rush D. Holt,democrat,189926,274378.0,Eric A. Beck,republican,80906,109020,0.3973350633068249
2012,New Jersey,12,False,False,,Rush D. Holt,democrat,189926,274378.0,Eric A. Beck,republican,80906,109020,0.3973350633068249
2014,New Jersey,12,False,False,,Bonnie Watson,democrat,90430,148366.0,Alieta Eck,republican,54168,36262,0.24440909642370895
2014,New Jersey,12,False,False,,Bonnie Watson,democrat,90430,148366.0,Alieta Eck,republican,54168,36262,0.24440909642370895
2016,New Jersey,12,False,False,,Bonnie Watson Coleman,democrat,181430,288634.0,Steven J. Uccio,republican,92407,89023,0.3084286674473555
2016,New Jersey,12,False,False,,Bonnie Watson Coleman,democrat,181430,288634.0,Steven J. Uccio,republican,92407,89023,0.3084286674473555
2018,New Jersey,12,False,False,,Bonnie Watson Coleman,democrat,173334,252375.0,Daryl Kipnis,republican,79041,94293,0.37362258543833576
2018,New Jersey,12,False,False,,Bonnie Watson Coleman,democrat,173334,252375.0,Daryl Kipnis,republican,79041,94293,0.37362258543833576
2000,New Jersey,13,False,False,False,Robert Menendez,democrat,117856,149766.0,Theresa de Leon,republican,27849,90007,0.6009842020218208
2000,New Jersey,13,False,False,False,Robert Menendez,democrat,117856,149766.0,Theresa de Leon,republican,27849,90007,0.6009842020218208
2002,New Jersey,13,False,False,False,Robert Menendez,democrat,72605,92731.0,James Geron,republican,16852,55753,0.6012336759012628
2002,New Jersey,13,False,False,False,Robert Menendez,democrat,72605,92731.0,James Geron,republican,16852,55753,0.6012336759012628
2004,New Jersey,13,False,False,False,Robert Menendez,democrat,121018,159541.0,Richard W. Piatkowski,republican,35288,85730,0.5373540343861453
2004,New Jersey,13,False,False,False,Robert Menendez,democrat,121018,159541.0,Richard W. Piatkowski,republican,35288,85730,0.5373540343861453
2006,New Jersey,13,False,False,False,Albio Sires,democrat,77238,99630.0,John J. Guarini,republican,19284,57954,0.5816922613670581
2006,New Jersey,13,False,False,False,Albio Sires,democrat,77238,99630.0,John J. Guarini,republican,19284,57954,0.5816922613670581
2008,New Jersey,13,False,False,,Albio Sires,democrat,120382,159753.0,Joseph Turula,republican,34735,85647,0.536121387391786
2008,New Jersey,13,False,False,,Albio Sires,democrat,120382,159753.0,Joseph Turula,republican,34735,85647,0.536121387391786
2010,New Jersey,13,False,False,,Albio Sires,democrat,62840,84796.0,Henrietta Dwyer,republican,19538,43302,0.5106608802301995
2010,New Jersey,13,False,False,,Albio Sires,democrat,62840,84796.0,Henrietta Dwyer,republican,19538,43302,0.5106608802301995
2000,New Mexico,1,False,False,False,Heather Wilson,republican,107296,213139.0,John J. Kelly,democrat,92187,15109,0.07088801204847539
2000,New Mexico,1,False,False,False,Heather Wilson,republican,107296,213139.0,John J. Kelly,democrat,92187,15109,0.07088801204847539
2002,New Mexico,1,False,False,False,Heather Wilson,republican,95711,172945.0,Richard M. Romero,democrat,77234,18477,0.1068374338662581
2002,New Mexico,1,False,False,False,Heather Wilson,republican,95711,172945.0,Richard M. Romero,democrat,77234,18477,0.1068374338662581
2004,New Mexico,1,False,False,False,Heather Wilson,republican,147372,270905.0,Richard M. Romero,democrat,123339,24033,0.08871375574463375
2004,New Mexico,1,False,False,False,Heather Wilson,republican,147372,270905.0,Richard M. Romero,democrat,123339,24033,0.08871375574463375
2006,New Mexico,1,False,False,False,Heather Wilson,republican,105986,211111.0,Patricia A. Madrid,democrat,105125,861,0.0040784231991701225
2006,New Mexico,1,False,False,False,Heather Wilson,republican,105986,211111.0,Patricia A. Madrid,democrat,105125,861,0.0040784231991701225
2008,New Mexico,1,False,False,,Martin T. Heinrich,democrat,166271,298756.0,Darren White,republican,132485,33786,0.11308894214676862
2008,New Mexico,1,False,False,,Martin T. Heinrich,democrat,166271,298756.0,Darren White,republican,132485,33786,0.11308894214676862
2010,New Mexico,1,False,False,,Martin Heinrich,democrat,112010,216225.0,Jonathan L. Barela,republican,104215,7795,0.036050410452075354
2010,New Mexico,1,False,False,,Martin Heinrich,democrat,112010,216225.0,Jonathan L. Barela,republican,104215,7795,0.036050410452075354
2012,New Mexico,1,False,False,,Michelle Lujan Grisham,democrat,162924,275856.0,Janice E. Arnold-Jones,republican,112473,50451,0.18288889855576823
2012,New Mexico,1,False,False,,Michelle Lujan Grisham,democrat,162924,275856.0,Janice E. Arnold-Jones,republican,112473,50451,0.18288889855576823
2014,New Mexico,1,False,False,,Michelle Lujan Grisham,democrat,105474,180032.0,Michael H. Frese,republican,74558,30916,0.1717250266619268
2014,New Mexico,1,False,False,,Michelle Lujan Grisham,democrat,105474,180032.0,Michael H. Frese,republican,74558,30916,0.1717250266619268
2016,New Mexico,1,False,False,,Michelle Lujan Grisham,democrat,181088,277967.0,Richard Gregory Priem,republican,96879,84209,0.30294603316220986
2016,New Mexico,1,False,False,,Michelle Lujan Grisham,democrat,181088,277967.0,Richard Gregory Priem,republican,96879,84209,0.30294603316220986
2018,New Mexico,1,False,False,,Debra A Haaland,democrat,147336,249162.0,Janice E Arnold-Jones,republican,90507,56829,0.22808052592289352
2018,New Mexico,1,False,False,,Debra A Haaland,democrat,147336,249162.0,Janice E Arnold-Jones,republican,90507,56829,0.22808052592289352
2000,New Mexico,2,False,False,False,Joe Skeen,republican,100742,173356.0,Michael A. Montoya,democrat,72614,28128,0.16225570502318926
2000,New Mexico,2,False,False,False,Joe Skeen,republican,100742,173356.0,Michael A. Montoya,democrat,72614,28128,0.16225570502318926
2002,New Mexico,2,False,False,False,Steve Pearce,republican,79631,141629.0,John Arthur Smith,democrat,61916,17715,0.12508031547211373
2002,New Mexico,2,False,False,False,Steve Pearce,republican,79631,141629.0,John Arthur Smith,democrat,61916,17715,0.12508031547211373
2004,New Mexico,2,False,False,False,Stevan Pearce,republican,130498,216790.0,Gary K. King,democrat,86292,44206,0.20391161953964665
2004,New Mexico,2,False,False,False,Stevan Pearce,republican,130498,216790.0,Gary K. King,democrat,86292,44206,0.20391161953964665
2006,New Mexico,2,False,False,False,Stevan Pearce,republican,92620,155874.0,Albert D. Kissling,democrat,63119,29501,0.18926183969103244
2006,New Mexico,2,False,False,False,Stevan Pearce,republican,92620,155874.0,Albert D. Kissling,democrat,63119,29501,0.18926183969103244
2008,New Mexico,2,False,False,,Harry Teague,democrat,129572,231552.0,Edward R. Tinsley,republican,101980,27592,0.11916113875069101
2008,New Mexico,2,False,False,,Harry Teague,democrat,129572,231552.0,Edward R. Tinsley,republican,101980,27592,0.11916113875069101
2010,New Mexico,2,False,False,,Steve Pearce,republican,94053,169761.0,Harry Teague,democrat,75708,18345,0.1080636895400004
2010,New Mexico,2,False,False,,Steve Pearce,republican,94053,169761.0,Harry Teague,democrat,75708,18345,0.1080636895400004
2012,New Mexico,2,False,False,,Steven Pearce,republican,133180,225515.0,Evelyn Madrid Erhard,democrat,92162,41018,0.18188590559386286
2012,New Mexico,2,False,False,,Steven Pearce,republican,133180,225515.0,Evelyn Madrid Erhard,democrat,92162,41018,0.18188590559386286
2014,New Mexico,2,False,False,,Steven Pearce,republican,95209,147777.0,"Roxanne """"Rocky"""" Lara",democrat,52499,42710,0.2890165587337678
2014,New Mexico,2,False,False,,Steven Pearce,republican,95209,147777.0,"Roxanne """"Rocky"""" Lara",democrat,52499,42710,0.2890165587337678
2016,New Mexico,2,False,False,,Stevan Pearce,republican,143515,228817.0,Merrie Lee Soules,democrat,85232,58283,0.25471446614543497
2016,New Mexico,2,False,False,,Stevan Pearce,republican,143515,228817.0,Merrie Lee Soules,democrat,85232,58283,0.25471446614543497
2018,New Mexico,2,False,False,,Xochitl Torres Small,democrat,101489,199256.0,Yvette Herrell,republican,97767,3722,0.018679487694222507
2018,New Mexico,2,False,False,,Xochitl Torres Small,democrat,101489,199256.0,Yvette Herrell,republican,97767,3722,0.018679487694222507
2000,New Mexico,3,False,False,False,Tom Udall,democrat,135040,201019.0,Lisa L. Lutz,republican,65979,69061,0.34355458936717426
2000,New Mexico,3,False,False,False,Tom Udall,democrat,135040,201019.0,Lisa L. Lutz,republican,65979,69061,0.34355458936717426
2004,New Mexico,3,False,False,False,Tom Udall,democrat,175269,255204.0,Gregory M. Tucker,republican,79935,95334,0.37355997554897263
2004,New Mexico,3,False,False,False,Tom Udall,democrat,175269,255204.0,Gregory M. Tucker,republican,79935,95334,0.37355997554897263
2006,New Mexico,3,False,False,False,Tom Udall,democrat,144880,194099.0,Ronald M. Dolin,republican,49219,95661,0.4928464340362393
2006,New Mexico,3,False,False,False,Tom Udall,democrat,144880,194099.0,Ronald M. Dolin,republican,49219,95661,0.4928464340362393
2008,New Mexico,3,False,False,,Ben R. Lujan,democrat,161292,284258.0,Daniel K. East,republican,86618,74674,0.2626979715610467
2008,New Mexico,3,False,False,,Ben R. Lujan,democrat,161292,284258.0,Daniel K. East,republican,86618,74674,0.2626979715610467
2010,New Mexico,3,False,False,,Ben Ray Lujan,democrat,120048,210665.0,Thomas E. Mullins,republican,90617,29431,0.13970521918686063
2010,New Mexico,3,False,False,,Ben Ray Lujan,democrat,120048,210665.0,Thomas E. Mullins,republican,90617,29431,0.13970521918686063
2012,New Mexico,3,False,False,,Ben Bay Luj_n,democrat,167103,264719.0,Jefferson L. Byrd,republican,97616,69487,0.2624934364363722
2012,New Mexico,3,False,False,,Ben Bay Luj_n,democrat,167103,264719.0,Jefferson L. Byrd,republican,97616,69487,0.2624934364363722
2014,New Mexico,3,False,False,,Ben Ray Luj_n,democrat,113249,184076.0,Jefferson L. Byrd,republican,70775,42474,0.23074165018796583
2014,New Mexico,3,False,False,,Ben Ray Luj_n,democrat,113249,184076.0,Jefferson L. Byrd,republican,70775,42474,0.23074165018796583
2016,New Mexico,3,False,False,,Ben Ray Luj_n,democrat,170612,273342.0,Michael H. Romero,republican,102730,67882,0.24834090626394772
2016,New Mexico,3,False,False,,Ben Ray Luj_n,democrat,170612,273342.0,Michael H. Romero,republican,102730,67882,0.24834090626394772
2018,New Mexico,3,False,False,,Ben R Lujan,democrat,155201,244893.0,Jerald Steve McFall,republican,76427,78774,0.32166701375702855
2018,New Mexico,3,False,False,,Ben R Lujan,democrat,155201,244893.0,Jerald Steve McFall,republican,76427,78774,0.32166701375702855
2000,New York,1,False,False,False,"Felix J. Grucci, Jr.",republican,111003,269178.0,Regina Seltzer,democrat,97299,13704,0.05091054989635113
2000,New York,1,False,False,False,"Felix J. Grucci, Jr.",republican,111003,269178.0,Regina Seltzer,democrat,97299,13704,0.05091054989635113
2002,New York,1,False,False,False,Timothy H. Bishop,democrat,81325,178530.0,Felix J. Grucci Jr.,republican,64999,16326,0.09144681566123342
2002,New York,1,False,False,False,Timothy H. Bishop,democrat,81325,178530.0,Felix J. Grucci Jr.,republican,64999,16326,0.09144681566123342
2004,New York,1,False,False,False,Timothy H. Bishop,democrat,140878,313966.0,"William M. Manger, Jr.",republican,110786,30092,0.09584477300089816
2004,New York,1,False,False,False,Timothy H. Bishop,democrat,140878,313966.0,"William M. Manger, Jr.",republican,110786,30092,0.09584477300089816
2006,New York,1,False,False,False,Timothy H. Bishop,democrat,92546,179113.0,Italo A. Zanzi,republican,54044,38502,0.2149592715213301
2006,New York,1,False,False,False,Timothy H. Bishop,democrat,92546,179113.0,Italo A. Zanzi,republican,54044,38502,0.2149592715213301
2008,New York,1,False,False,,Timothy H. Bishop,democrat,141727,325670.0,Lee M. Zeldin,republican,100036,41691,0.12801608990696106
2008,New York,1,False,False,,Timothy H. Bishop,democrat,141727,325670.0,Lee M. Zeldin,republican,100036,41691,0.12801608990696106
2010,New York,1,False,False,,Timothy H. Bishop,democrat,98316,202007.0,Randy Altschuler,republican,78300,20016,0.09908567524887751
2010,New York,1,False,False,,Timothy H. Bishop,democrat,98316,202007.0,Randy Altschuler,republican,78300,20016,0.09908567524887751
2012,New York,1,False,False,,Timothy H. Bishop,democrat,134205,294578.0,Randy Altschuler,republican,106678,27527,0.09344553904229103
2012,New York,1,False,False,,Timothy H. Bishop,democrat,134205,294578.0,Randy Altschuler,republican,106678,27527,0.09344553904229103
2014,New York,1,False,False,,Lee M. Zeldin,republican,77062,176719.0,Timothy H. Bishop,democrat,68387,8675,0.04908923205767346
2014,New York,1,False,False,,Lee M. Zeldin,republican,77062,176719.0,Timothy H. Bishop,democrat,68387,8675,0.04908923205767346
2016,New York,1,False,False,,Lee M. Zeldin,republican,158409,341554.0,Anna E. Throne-Holst,democrat,126635,31774,0.09302774963841731
2016,New York,1,False,False,,Lee M. Zeldin,republican,158409,341554.0,Anna E. Throne-Holst,democrat,126635,31774,0.09302774963841731
2018,New York,1,False,False,,Perry Gershon,democrat,124213,270053.0,Lee M. Zeldin,republican,121562,2651,0.009816591557953447
2018,New York,1,False,False,,Perry Gershon,democrat,124213,270053.0,Lee M. Zeldin,republican,121562,2651,0.009816591557953447
2000,New York,2,False,False,False,Steve Israel,democrat,90438,226228.0,Joan B. Johnson,republican,65880,24558,0.10855420195554927
2000,New York,2,False,False,False,Steve Israel,democrat,90438,226228.0,Joan B. Johnson,republican,65880,24558,0.10855420195554927
2002,New York,2,False,False,False,Steve J. Israel,democrat,75845,160213.0,Joseph P. Finley,republican,48239,27606,0.17230811482214303
2002,New York,2,False,False,False,Steve J. Israel,democrat,75845,160213.0,Joseph P. Finley,republican,48239,27606,0.17230811482214303
2004,New York,2,False,False,False,Steve Israel,democrat,147197,283480.0,Richard Hoffman,republican,72953,74244,0.26190207422040357
2004,New York,2,False,False,False,Steve Israel,democrat,147197,283480.0,Richard Hoffman,republican,72953,74244,0.26190207422040357
2006,New York,2,False,False,False,Steve Israel,democrat,94100,163589.0,John W. Bugler,republican,37671,56429,0.34494373093545405
2006,New York,2,False,False,False,Steve Israel,democrat,94100,163589.0,John W. Bugler,republican,37671,56429,0.34494373093545405
2008,New York,2,False,False,,Steve Israel,democrat,143759,295105.0,Frank J. Stalzer,republican,70145,73614,0.24945019569305843
2008,New York,2,False,False,,Steve Israel,democrat,143759,295105.0,Frank J. Stalzer,republican,70145,73614,0.24945019569305843
2010,New York,2,False,False,,Steve Israel,democrat,94594,174490.0,John B. Gomez,republican,58525,36069,0.20671098630294005
2010,New York,2,False,False,,Steve Israel,democrat,94594,174490.0,John B. Gomez,republican,58525,36069,0.20671098630294005
2012,New York,2,False,False,,Peter T. King,republican,116083,271832.0,Vivianne C. Falcone,democrat,93375,22708,0.08353689043232587
2012,New York,2,False,False,,Peter T. King,republican,116083,271832.0,Vivianne C. Falcone,democrat,93375,22708,0.08353689043232587
2014,New York,2,False,False,,Peter T. King,republican,76659,146617.0,Patricia Maher,democrat,41814,34845,0.23766002578145784
2014,New York,2,False,False,,Peter T. King,republican,76659,146617.0,Patricia Maher,democrat,41814,34845,0.23766002578145784
2016,New York,2,False,False,,Peter T. King,republican,157571,317552.0,DuWayne Gregory,democrat,102270,55301,0.17414785609915856
2016,New York,2,False,False,,Peter T. King,republican,157571,317552.0,DuWayne Gregory,democrat,102270,55301,0.17414785609915856
2018,New York,2,False,False,,Peter T. King,republican,112565,241217.0,Liuba Grechen Shirley,democrat,108803,3762,0.015595915710750086
2018,New York,2,False,False,,Peter T. King,republican,112565,241217.0,Liuba Grechen Shirley,democrat,108803,3762,0.015595915710750086
2000,New York,3,False,False,False,Peter T. King,republican,122820,280477.0,Dal Lamagna,democrat,91948,30872,0.11006963137797393
2000,New York,3,False,False,False,Peter T. King,republican,122820,280477.0,Dal Lamagna,democrat,91948,30872,0.11006963137797393
2002,New York,3,False,False,False,Peter T. King,republican,98874,186622.0,Stuart L. Finz,democrat,46022,52852,0.28320348083291363
2002,New York,3,False,False,False,Peter T. King,republican,98874,186622.0,Stuart L. Finz,democrat,46022,52852,0.28320348083291363
2004,New York,3,False,False,False,Peter T. King,republican,151323,316125.0,Blair H. Mathies,democrat,100737,50586,0.16001897983392643
2004,New York,3,False,False,False,Peter T. King,republican,151323,316125.0,Blair H. Mathies,democrat,100737,50586,0.16001897983392643
2006,New York,3,False,False,False,Peter T. King,republican,86918,192919.0,David L. Mejias,democrat,76169,10749,0.05571768462411686
2006,New York,3,False,False,False,Peter T. King,republican,86918,192919.0,David L. Mejias,democrat,76169,10749,0.05571768462411686
