year,state,writein,winner,party,winVotes,totalVotes,runnerUp,ruParty,ruVotes,rawMargin,decMargin
2002,Texas,False,John Cornyn,republican,2496243,4514012,Ron Kirk,democrat,1955758,540485,0.1197349497520166
2006,Texas,False,Kay Bailey Hutchison,republican,2661789,4314663,Barbara Ann Radnofsky,democrat,1555202,1106587,0.25647124700121426
2006,Texas,False,Kay Bailey Hutchison,republican,2661789,4314663,Barbara Ann Radnofsky,democrat,1555202,1106587,0.25647124700121426
2008,Texas,False,John Cornyn,republican,4337469,7912075,"Richard J. ""Rick"" Noriega",democrat,3389365,948104,0.11983000666702481
2008,Texas,False,John Cornyn,republican,4337469,7912075,"Richard J. ""Rick"" Noriega",democrat,3389365,948104,0.11983000666702481
2012,Texas,False,Ted Cruz,republican,4440137,7864822,Paul Sadler,democrat,3194927,1245210,0.15832653300990157
2012,Texas,False,Ted Cruz,republican,4440137,7864822,Paul Sadler,democrat,3194927,1245210,0.15832653300990157
2014,Texas,False,John Cornyn,republican,2861531,4648358,David M. Alameel,democrat,1597387,1264144,0.2719549569977184
2014,Texas,False,John Cornyn,republican,2861531,4648358,David M. Alameel,democrat,1597387,1264144,0.2719549569977184
2018,Texas,False,Ted Cruz,republican,4260553,8371655,Beto O'Rourke,democrat,4045632,214921,0.025672462613425873
2018,Texas,False,Ted Cruz,republican,4260553,8371655,Beto O'Rourke,democrat,4045632,214921,0.025672462613425873
2000,Utah,False,Orrin G. Hatch,republican,504803,769704,Scott N. Howell,democrat,242569,262234,0.3406946046792013
2000,Utah,False,Orrin G. Hatch,republican,504803,769704,Scott N. Howell,democrat,242569,262234,0.3406946046792013
2004,Utah,False,Robert F. Bennett,republican,626640,911726,R. Paul Van Dam,democrat,258955,367685,0.4032845394339966
2004,Utah,False,Robert F. Bennett,republican,626640,911726,R. Paul Van Dam,democrat,258955,367685,0.4032845394339966
2006,Utah,False,Orrin G. Hatch,republican,356238,571252,Pete Ashdown,democrat,177459,178779,0.31295995462597936
2006,Utah,False,Orrin G. Hatch,republican,356238,571252,Pete Ashdown,democrat,177459,178779,0.31295995462597936
2010,Utah,False,Mike Lee,republican,360403,585230,Sam F. Granato,democrat,191732,168671,0.28821318114245686
2010,Utah,False,Mike Lee,republican,360403,585230,Sam F. Granato,democrat,191732,168671,0.28821318114245686
2012,Utah,False,Orrin G. Hatch,republican,657608,1006901,Scott Howell,democrat,301873,355735,0.3532968981061694
2012,Utah,False,Orrin G. Hatch,republican,657608,1006901,Scott Howell,democrat,301873,355735,0.3532968981061694
2016,Utah,False,Mike Lee,republican,760220,1115583,Misty K. Snow,democrat,301858,458362,0.4108721628063533
2016,Utah,False,Mike Lee,republican,760220,1115583,Misty K. Snow,democrat,301858,458362,0.4108721628063533
2018,Utah,False,Mitt Romney,republican,665215,1062845,Jenny Wilson,democrat,328541,336674,0.3167667910184458
2018,Utah,False,Mitt Romney,republican,665215,1062845,Jenny Wilson,democrat,328541,336674,0.3167667910184458
2000,Vermont,False,James M. Jeffords,republican,189133,288500,Ed Flanagan,democrat,73352,115781,0.40132062391681106
2000,Vermont,False,James M. Jeffords,republican,189133,288500,Ed Flanagan,democrat,73352,115781,0.40132062391681106
2004,Vermont,False,Patrick J. Leahy,democrat,216972,307208,Jack McMullen,republican,75398,141574,0.4608408635191792
2004,Vermont,False,Patrick J. Leahy,democrat,216972,307208,Jack McMullen,republican,75398,141574,0.4608408635191792
2006,Vermont,False,Bernard Sanders,independent,171638,262419,Rich Tarrant,republican,84924,86714,0.3304410122742637
2006,Vermont,False,Bernard Sanders,independent,171638,262419,Rich Tarrant,republican,84924,86714,0.3304410122742637
2010,Vermont,False,Patrick J. Leahy,democrat,151281,235178,Len Britton,republican,72699,78582,0.3341383972990671
2010,Vermont,False,Patrick J. Leahy,democrat,151281,235178,Len Britton,republican,72699,78582,0.3341383972990671
2012,Vermont,False,Bernard Sanders,independent,207848,292762,John MacGovern,republican,72898,134950,0.4609546320902303
2012,Vermont,False,Bernard Sanders,independent,207848,292762,John MacGovern,republican,72898,134950,0.4609546320902303
2016,Vermont,False,Patrick J. Leahy,democrat,192243,320467,Scott Milne,republican,103637,88606,0.27649024704571773
2016,Vermont,False,Patrick J. Leahy,democrat,192243,320467,Scott Milne,republican,103637,88606,0.27649024704571773
2018,Vermont,False,Bernie Sanders,independent,183529,272624,Lawrence Zupan,republican,74663,108866,0.3993265449850344
2018,Vermont,False,Bernie Sanders,independent,183529,272624,Lawrence Zupan,republican,74663,108866,0.3993265449850344
2000,Virginia,False,George F. Allen,republican,1420460,2718301,Charles S. Robb,democrat,1296093,124367,0.04575173978157676
2000,Virginia,False,George F. Allen,republican,1420460,2718301,Charles S. Robb,democrat,1296093,124367,0.04575173978157676
2002,Virginia,False,John W. Warner,republican,1229894,1489422,Nancy B. Spannaus,independent,145102,1084792,0.7283308558622069
2002,Virginia,False,John W. Warner,republican,1229894,1489422,Nancy B. Spannaus,independent,145102,1084792,0.7283308558622069
2006,Virginia,False,"James H. ""Jim"" Webb, Jr.",democrat,1175606,2370445,George Allen,republican,1166277,9329,0.0039355479667320115
2006,Virginia,False,"James H. ""Jim"" Webb, Jr.",democrat,1175606,2370445,George Allen,republican,1166277,9329,0.0039355479667320115
2008,Virginia,False,Mark R. Warner,democrat,2369327,3643294,"James S. ""Jim"" Gilmore III",republican,1228830,1140497,0.31304006758718894
2008,Virginia,False,Mark R. Warner,democrat,2369327,3643294,"James S. ""Jim"" Gilmore III",republican,1228830,1140497,0.31304006758718894
2012,Virginia,False,Timothy M. Kaine,democrat,2010067,3802196,George F. Allen,republican,1785542,224525,0.059051400822051237
2012,Virginia,False,Timothy M. Kaine,democrat,2010067,3802196,George F. Allen,republican,1785542,224525,0.059051400822051237
2014,Virginia,False,Mark R. Warner,democrat,1073667,2184473,Ed. W. Gillespie,republican,1055940,17727,0.008115000734730982
2014,Virginia,False,Mark R. Warner,democrat,1073667,2184473,Ed. W. Gillespie,republican,1055940,17727,0.008115000734730982
2018,Virginia,False,Timothy M. Kaine,democrat,1910370,3351373,Corey A. Stewart,republican,1374313,536057,0.15995145870065797
2018,Virginia,False,Timothy M. Kaine,democrat,1910370,3351373,Corey A. Stewart,republican,1374313,536057,0.15995145870065797
2000,Washington,False,Maria Cantwell,democrat,1199437,2461379,Slade Gorton,republican,1197208,2229,0.0009055899152466962
2000,Washington,False,Maria Cantwell,democrat,1199437,2461379,Slade Gorton,republican,1197208,2229,0.0009055899152466962
2004,Washington,False,Patty Murray,democrat,1549708,2818651,George R. Nethercutt,republican,1204584,345124,0.12244297005908145
2004,Washington,False,Patty Murray,democrat,1549708,2818651,George R. Nethercutt,republican,1204584,345124,0.12244297005908145
2006,Washington,False,Maria Cantwell,democrat,1184659,2083734,Mike McGavick,republican,832106,352553,0.16919290082131405
2006,Washington,False,Maria Cantwell,democrat,1184659,2083734,Mike McGavick,republican,832106,352553,0.16919290082131405
2010,Washington,False,Patty Murray,democrat,1314930,2511094,Dino Rossi,republican,1196164,118766,0.04729651697626608
2010,Washington,False,Patty Murray,democrat,1314930,2511094,Dino Rossi,republican,1196164,118766,0.04729651697626608
2012,Washington,False,Maria Cantwell,democrat,1855493,3069417,Michael Baumgartner,republican,1213924,641569,0.2090198236342602
2012,Washington,False,Maria Cantwell,democrat,1855493,3069417,Michael Baumgartner,republican,1213924,641569,0.2090198236342602
2016,Washington,False,Patty Murray,democrat,1913979,3243317,Chris Vance,republican,1329338,584641,0.18026020891574895
2016,Washington,False,Patty Murray,democrat,1913979,3243317,Chris Vance,republican,1329338,584641,0.18026020891574895
2018,Washington,False,Maria Cantwell,democrat,1803364,3086168,Susan Hutchison,republican,1282804,520560,0.16867519849859108
2018,Washington,False,Maria Cantwell,democrat,1803364,3086168,Susan Hutchison,republican,1282804,520560,0.16867519849859108
2000,West Virginia,False,Robert C. Byrd,democrat,469215,603477,David T. Gallaher,republican,121635,347580,0.5759622984803067
2000,West Virginia,False,Robert C. Byrd,democrat,469215,603477,David T. Gallaher,republican,121635,347580,0.5759622984803067
2002,West Virginia,False,John D. Rockefeller IV,democrat,275281,436183,Jay Wolfe,republican,160902,114379,0.26222709275693923
2002,West Virginia,False,John D. Rockefeller IV,democrat,275281,436183,Jay Wolfe,republican,160902,114379,0.26222709275693923
2006,West Virginia,False,Robert C. Byrd,democrat,159154,206562,John R. Raese,republican,47408,111746,0.5409804320252516
2006,West Virginia,False,Robert C. Byrd,democrat,159154,206562,John R. Raese,republican,47408,111746,0.5409804320252516
2008,West Virginia,False,John D. Rockefeller IV,democrat,447560,702308,Jay Wolfe,republican,254629,192931,0.27470995631546274
2008,West Virginia,False,John D. Rockefeller IV,democrat,447560,702308,Jay Wolfe,republican,254629,192931,0.27470995631546274
2010,West Virginia,False,Joe Manchin III,democrat,283358,529948,John R. Raese,republican,230013,53345,0.10066081955210698
2010,West Virginia,False,Joe Manchin III,democrat,283358,529948,John R. Raese,republican,230013,53345,0.10066081955210698
2012,West Virginia,False,Joe Manchin III,democrat,399898,660202,John R. Raese,republican,240787,159111,0.24100351104661905
2012,West Virginia,False,Joe Manchin III,democrat,399898,660202,John R. Raese,republican,240787,159111,0.24100351104661905
2014,West Virginia,False,Shelley Moore Capito,republican,281820,453689,Natalie Tennant,democrat,156360,125460,0.27653304356067704
2014,West Virginia,False,Shelley Moore Capito,republican,281820,453689,Natalie Tennant,democrat,156360,125460,0.27653304356067704
2018,West Virginia,False,Joe Manchin,democrat,288808,582911,Patrick Morrisey,republican,269872,18936,0.03248523359483696
2018,West Virginia,False,Joe Manchin,democrat,288808,582911,Patrick Morrisey,republican,269872,18936,0.03248523359483696
2000,Wisconsin,False,Herb Kohl,democrat,1563238,2540083,John Gillespie,republican,940744,622494,0.24506836981311242
2000,Wisconsin,False,Herb Kohl,democrat,1563238,2540083,John Gillespie,republican,940744,622494,0.24506836981311242
2004,Wisconsin,False,Russel D. Feingold,democrat,1632697,2949743,Tim Michels,republican,1301183,331514,0.11238741815812425
2004,Wisconsin,False,Russel D. Feingold,democrat,1632697,2949743,Tim Michels,republican,1301183,331514,0.11238741815812425
2006,Wisconsin,False,Herb Kohl,democrat,1439214,2138297,Robert Gerald Lorge,republican,630299,808915,0.37829871154474803
2006,Wisconsin,False,Herb Kohl,democrat,1439214,2138297,Robert Gerald Lorge,republican,630299,808915,0.37829871154474803
2010,Wisconsin,False,Ron Johnson,republican,1125999,2171331,Russell D. Feingold,democrat,1020958,105041,0.04837631848852153
2010,Wisconsin,False,Ron Johnson,republican,1125999,2171331,Russell D. Feingold,democrat,1020958,105041,0.04837631848852153
2012,Wisconsin,False,Tammy Baldwin,democrat,1547104,3009411,Tommy G. Thompson,republican,1380126,166978,0.0554852760224509
2012,Wisconsin,False,Tammy Baldwin,democrat,1547104,3009411,Tommy G. Thompson,republican,1380126,166978,0.0554852760224509
2016,Wisconsin,False,Ron Johnson,republican,1479471,2948741,Russ Feingold,democrat,1380335,99136,0.033619771963695644
2016,Wisconsin,False,Ron Johnson,republican,1479471,2948741,Russ Feingold,democrat,1380335,99136,0.033619771963695644
2018,Wisconsin,False,Tammy Baldwin,democrat,1472914,2657841,Leah Vukmir,republican,1184885,288029,0.10836953753064987
2018,Wisconsin,False,Tammy Baldwin,democrat,1472914,2657841,Leah Vukmir,republican,1184885,288029,0.10836953753064987
2000,Wyoming,False,Craig Thomas,republican,157622,213659,Mel Logan,democrat,47087,110535,0.5173430559910885
2000,Wyoming,False,Craig Thomas,republican,157622,213659,Mel Logan,democrat,47087,110535,0.5173430559910885
2002,Wyoming,False,Michael B. Enzi,republican,133710,183280,Joyce Jansa Corcoran,democrat,49570,84140,0.4590790048013968
2002,Wyoming,False,Michael B. Enzi,republican,133710,183280,Joyce Jansa Corcoran,democrat,49570,84140,0.4590790048013968
2006,Wyoming,False,Craig Thomas,republican,135174,196215,Dale Groutage,democrat,57671,77503,0.3949901893331294
2006,Wyoming,False,Craig Thomas,republican,135174,196215,Dale Groutage,democrat,57671,77503,0.3949901893331294
2008,Wyoming,False,Michael B. Enzi,republican,189046,250007,John Barrasso,republican,183063,5983,0.023931329922762146
2008,Wyoming,False,Michael B. Enzi,republican,189046,250007,John Barrasso,republican,183063,5983,0.023931329922762146
2012,Wyoming,False,John Barrasso,republican,185250,250700,Tim Chesnut,democrat,53019,132231,0.5274471479856402
2012,Wyoming,False,John Barrasso,republican,185250,250700,Tim Chesnut,democrat,53019,132231,0.5274471479856402
2014,Wyoming,False,Michael B. Enzi,republican,121554,171153,Charlie Hardy,democrat,29377,92177,0.5385649097591045
2014,Wyoming,False,Michael B. Enzi,republican,121554,171153,Charlie Hardy,democrat,29377,92177,0.5385649097591045
2018,Wyoming,False,John Barrasso,republican,136210,203420,Gary Trauner,democrat,61227,74983,0.3686117392586766
2018,Wyoming,False,John Barrasso,republican,136210,203420,Gary Trauner,democrat,61227,74983,0.3686117392586766
